,alpha,baseline_accuracy,data_source,gap,number of features,number_of_classes,objective_value,testing_accuracy,testing_instances,training_accuracy,training_instances,training_time_sec,tree,tree_depth
10,2.5,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,10.894736842105264,0.8947368421052632,38,0.9017857142857143,112,14.071111,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.7083333333333361
*****
node_2
Branch node
applies a split: True
splits on: 2
split value: 0.1694915254237277
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: 0
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 2
*****
",2
11,2.5,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,10.894736842105264,0.8947368421052632,38,0.9017857142857143,112,14.086126,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.7083333333333361
*****
node_2
Branch node
applies a split: True
splits on: 2
split value: 0.1694915254237277
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: 0
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 2
*****
",2
12,3.0,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,11.894736842105264,0.8947368421052632,38,0.9821428571428571,112,11.451929,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.272183449651046
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: True
splits on: 3
split value: 0.7083333333333334
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: 0
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
13,3.0,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,11.894736842105264,0.8947368421052632,38,0.9821428571428571,112,11.273614,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.272183449651046
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: True
splits on: 3
split value: 0.7083333333333334
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: 0
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
14,3.0,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,11.894736842105264,0.8947368421052632,38,0.9821428571428571,112,11.341015,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.272183449651046
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: True
splits on: 3
split value: 0.7083333333333334
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: 0
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
15,3.5,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,12.894736842105264,0.868421052631579,38,0.9821428571428571,112,24.54839,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.641949152542373
*****
node_2
Branch node
applies a split: True
splits on: 3
split value: 0.22528248587570654
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: 0
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 2
*****
",2
16,3.5,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,12.894736842105264,0.868421052631579,38,0.9821428571428571,112,24.692,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.641949152542373
*****
node_2
Branch node
applies a split: True
splits on: 3
split value: 0.22528248587570654
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: 0
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 2
*****
",2
17,3.5,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,12.894736842105264,0.868421052631579,38,0.9821428571428571,112,24.433064,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.641949152542373
*****
node_2
Branch node
applies a split: True
splits on: 3
split value: 0.22528248587570654
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: 0
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 2
*****
",2
18,4.0,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,13.894736842105264,0.868421052631579,38,0.9821428571428571,112,54.3078,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.641949152542373
*****
node_2
Branch node
applies a split: True
splits on: 2
split value: 0.3389830508474576
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: 0
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 2
*****
",2
19,4.0,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,13.894736842105264,0.868421052631579,38,0.9821428571428571,112,54.392357,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.641949152542373
*****
node_2
Branch node
applies a split: True
splits on: 2
split value: 0.3389830508474576
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: 0
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 2
*****
",2
20,4.0,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,13.894736842105264,0.868421052631579,38,0.9821428571428571,112,54.397672,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.641949152542373
*****
node_2
Branch node
applies a split: True
splits on: 2
split value: 0.3389830508474576
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: 0
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 2
*****
",2
21,4.5,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,14.894736842105264,0.8947368421052632,38,0.9017857142857143,112,10.388557,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.7083333333333337
*****
node_2
Branch node
applies a split: True
splits on: 2
split value: 0.3389830508474576
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: 0
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 2
*****
",2
22,4.5,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,14.894736842105264,0.8947368421052632,38,0.9017857142857143,112,10.302638,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.7083333333333337
*****
node_2
Branch node
applies a split: True
splits on: 2
split value: 0.3389830508474576
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: 0
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 2
*****
",2
23,4.5,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,14.894736842105264,0.8947368421052632,38,0.9017857142857143,112,10.324689,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.7083333333333337
*****
node_2
Branch node
applies a split: True
splits on: 2
split value: 0.3389830508474576
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: 0
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 2
*****
",2
24,5.0,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,15.894736842105264,0.8947368421052632,38,0.9017857142857143,112,10.343101,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.7083333333333335
*****
node_2
Branch node
applies a split: True
splits on: 3
split value: 0.375
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: 0
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 2
*****
",2
25,5.0,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,15.894736842105264,0.8947368421052632,38,0.9017857142857143,112,10.381303,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.7083333333333335
*****
node_2
Branch node
applies a split: True
splits on: 3
split value: 0.375
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: 0
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 2
*****
",2
26,5.0,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,15.894736842105264,0.8947368421052632,38,0.9017857142857143,112,10.39648,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.7083333333333335
*****
node_2
Branch node
applies a split: True
splits on: 3
split value: 0.375
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: 0
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 2
*****
",2
27,5.5,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,16.894736842105264,0.8947368421052632,38,0.9821428571428571,112,7.962884,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.7083333333333334
*****
node_2
Branch node
applies a split: True
splits on: 3
split value: 0.22528248587570648
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: 0
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 2
*****
",2
28,5.5,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,16.894736842105264,0.8947368421052632,38,0.9821428571428571,112,7.918321,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.7083333333333334
*****
node_2
Branch node
applies a split: True
splits on: 3
split value: 0.22528248587570648
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: 0
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 2
*****
",2
29,5.5,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,16.894736842105264,0.8947368421052632,38,0.9821428571428571,112,7.933763,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.7083333333333334
*****
node_2
Branch node
applies a split: True
splits on: 3
split value: 0.22528248587570648
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: 0
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 2
*****
",2
30,6.0,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,17.894736842105264,0.8947368421052632,38,0.9821428571428571,112,7.362724,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.3389830508474575
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: True
splits on: 3
split value: 0.7083333333333331
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: 0
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
31,6.0,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,17.894736842105264,0.8947368421052632,38,0.9821428571428571,112,7.36308,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.3389830508474575
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: True
splits on: 3
split value: 0.7083333333333331
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: 0
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
32,6.0,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,17.894736842105264,0.8947368421052632,38,0.9821428571428571,112,7.647032,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.3389830508474575
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: True
splits on: 3
split value: 0.7083333333333331
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: 0
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
33,6.5,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,18.894736842105264,0.8947368421052632,38,0.9821428571428571,112,7.500404,"node_1
Branch node
applies a split: True
splits on: 2
split value: 0.3389830508474576
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: True
splits on: 3
split value: 0.7083333333333333
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: 0
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
34,6.5,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,18.894736842105264,0.8947368421052632,38,0.9821428571428571,112,6.880963,"node_1
Branch node
applies a split: True
splits on: 2
split value: 0.3389830508474576
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: True
splits on: 3
split value: 0.7083333333333333
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: 0
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
35,6.5,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,18.894736842105264,0.8947368421052632,38,0.9821428571428571,112,6.878575,"node_1
Branch node
applies a split: True
splits on: 2
split value: 0.3389830508474576
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: True
splits on: 3
split value: 0.7083333333333333
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: 0
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
36,7.0,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,19.894736842105264,0.868421052631579,38,0.9821428571428571,112,42.393278,"node_1
Branch node
applies a split: True
splits on: 2
split value: 0.1694915254237276
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: True
splits on: 3
split value: 0.6419491525423742
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: 0
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
37,7.0,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,19.894736842105264,0.868421052631579,38,0.9821428571428571,112,42.632087,"node_1
Branch node
applies a split: True
splits on: 2
split value: 0.1694915254237276
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: True
splits on: 3
split value: 0.6419491525423742
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: 0
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
38,7.0,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,19.894736842105264,0.868421052631579,38,0.9821428571428571,112,43.436232,"node_1
Branch node
applies a split: True
splits on: 2
split value: 0.1694915254237276
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: True
splits on: 3
split value: 0.6419491525423742
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: 0
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
39,7.5,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,20.894736842105264,0.868421052631579,38,0.9821428571428571,112,5.668972,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.22528248587570615
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: True
splits on: 3
split value: 0.641949152542373
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: 0
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
40,7.5,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,20.894736842105264,0.868421052631579,38,0.9821428571428571,112,6.673515,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.22528248587570615
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: True
splits on: 3
split value: 0.641949152542373
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: 0
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
41,7.5,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,20.894736842105264,0.868421052631579,38,0.9821428571428571,112,5.557967,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.22528248587570615
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: True
splits on: 3
split value: 0.641949152542373
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: 0
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
42,8.0,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,21.894736842105264,0.868421052631579,38,0.9821428571428571,112,9.291097,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.6419491525423724
*****
node_2
Branch node
applies a split: True
splits on: 3
split value: 0.22528248587570543
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: 0
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 2
*****
",2
43,8.0,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,21.894736842105264,0.868421052631579,38,0.9821428571428571,112,9.311645,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.6419491525423724
*****
node_2
Branch node
applies a split: True
splits on: 3
split value: 0.22528248587570543
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: 0
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 2
*****
",2
44,8.0,0.3392857142857143,http://archive.ics.uci.edu/ml/machine-learning-databases/iris/iris.data,0.0,4,3,21.894736842105264,0.868421052631579,38,0.9821428571428571,112,9.269733,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.6419491525423724
*****
node_2
Branch node
applies a split: True
splits on: 3
split value: 0.22528248587570543
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: 0
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 2
*****
",2
