,alpha,baseline_accuracy,data_source,gap,number of features,number_of_classes,objective_value,testing_accuracy,testing_instances,training_accuracy,training_instances,training_time_sec,tree,tree_depth
12,2.0,0.4626865671641791,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.0,4,3,278.3225806451613,0.6730769230769231,156,0.7313432835820896,469,336.352646,"node_1
Branch node
applies a split: True
splits on: 2
split value: 0.5
*****
node_2
Branch node
applies a split: True
splits on: 0
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 3
split value: 0.25
*****
node_4
Leaf Node: True 
label: 2
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
13,2.0,0.4690831556503198,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.0,4,3,281.00454545454545,0.6025641025641025,156,0.6652452025586354,469,367.549365,"node_1
Branch node
applies a split: True
splits on: 2
split value: 0.75
*****
node_2
Branch node
applies a split: True
splits on: 1
split value: 0.5000000000000006
*****
node_3
Branch node
applies a split: True
splits on: 3
split value: 0.25
*****
node_4
Leaf Node: True 
label: 2
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
14,2.0,0.4669509594882729,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.3563993089812114,4,3,271.55251141552515,0.6602564102564102,156,0.7356076759061834,469,600.015022,"node_1
Branch node
applies a split: True
splits on: 2
split value: 0.5
*****
node_2
Branch node
applies a split: True
splits on: 0
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 3
split value: 0.25
*****
node_4
Leaf Node: True 
label: 2
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
15,2.5,0.4626865671641791,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.0,4,3,269.01612903225805,0.6410256410256411,156,0.7420042643923241,469,203.979412,"node_1
Branch node
applies a split: True
splits on: 1
split value: 0.5
*****
node_2
Branch node
applies a split: True
splits on: 2
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 0
split value: 0.25
*****
node_4
Leaf Node: True 
label: 1
*****
node_5
Leaf Node: True 
label: 2
*****
node_6
Leaf Node: True 
label: 2
*****
node_7
Leaf Node: True 
label: 1
*****
",2
16,2.5,0.47547974413646055,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.0,4,3,270.39237668161434,0.6346153846153846,156,0.7334754797441365,469,458.320544,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.5
*****
node_2
Branch node
applies a split: True
splits on: 1
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 2
split value: 0.5
*****
node_4
Leaf Node: True 
label: 2
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
17,2.5,0.47121535181236673,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.0,4,3,268.52714932126696,0.6538461538461539,156,0.7377398720682303,469,390.244009,"node_1
Branch node
applies a split: True
splits on: 2
split value: 0.5
*****
node_2
Branch node
applies a split: True
splits on: 1
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 3
split value: 0.25
*****
node_4
Leaf Node: True 
label: 2
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
18,3.0,0.47547974413646055,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.12281304724957355,4,3,273.9955156950673,0.6730769230769231,156,0.7313432835820896,469,600.010853,"node_1
Branch node
applies a split: True
splits on: 0
split value: 0.5
*****
node_2
Branch node
applies a split: True
splits on: 2
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 1
split value: 0.25
*****
node_4
Leaf Node: True 
label: 1
*****
node_5
Leaf Node: True 
label: 2
*****
node_6
Leaf Node: True 
label: 2
*****
node_7
Leaf Node: True 
label: 1
*****
",2
19,3.0,0.4690831556503198,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.8610761085242302,4,3,286.1363636363636,0.6538461538461539,156,0.7228144989339019,469,600.01752,"node_1
Branch node
applies a split: True
splits on: 0
split value: 0.75
*****
node_2
Branch node
applies a split: True
splits on: 3
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 1
split value: 0.25
*****
node_4
Leaf Node: True 
label: 1
*****
node_5
Leaf Node: True 
label: 2
*****
node_6
Leaf Node: True 
label: 2
*****
node_7
Leaf Node: True 
label: 1
*****
",2
20,3.0,0.47974413646055436,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.7549452681079368,4,3,302.90666666666664,0.6666666666666666,156,0.6993603411513859,469,600.016015,"node_1
Branch node
applies a split: True
splits on: 0
split value: 0.5
*****
node_2
Branch node
applies a split: True
splits on: 2
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 2
split value: 0.75
*****
node_4
Leaf Node: True 
label: 1
*****
node_5
Leaf Node: True 
label: 2
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
21,3.5,0.4690831556503198,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.0,4,3,276.97727272727275,0.6217948717948718,156,0.7334754797441365,469,378.073511,"node_1
Branch node
applies a split: True
splits on: 1
split value: 0.75
*****
node_2
Branch node
applies a split: True
splits on: 3
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 0
split value: 0.25
*****
node_4
Leaf Node: True 
label: 1
*****
node_5
Leaf Node: True 
label: 2
*****
node_6
Leaf Node: True 
label: 2
*****
node_7
Leaf Node: True 
label: 1
*****
",2
22,3.5,0.47334754797441364,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.0,4,3,289.36486486486484,0.6666666666666666,156,0.7185501066098081,469,501.651044,"node_1
Branch node
applies a split: True
splits on: 0
split value: 0.75
*****
node_2
Branch node
applies a split: True
splits on: 3
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 1
split value: 0.25
*****
node_4
Leaf Node: True 
label: 1
*****
node_5
Leaf Node: True 
label: 2
*****
node_6
Leaf Node: True 
label: 2
*****
node_7
Leaf Node: True 
label: 1
*****
",2
23,3.5,0.4669509594882729,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.4833101116497958,4,3,286.7602739726027,0.6923076923076923,156,0.7249466950959488,469,600.407932,"node_1
Branch node
applies a split: True
splits on: 0
split value: 0.5
*****
node_2
Branch node
applies a split: True
splits on: 3
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 1
split value: 0.25
*****
node_4
Leaf Node: True 
label: 1
*****
node_5
Leaf Node: True 
label: 2
*****
node_6
Leaf Node: True 
label: 2
*****
node_7
Leaf Node: True 
label: 1
*****
",2
24,4.0,0.4584221748400853,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.0,4,3,295.5813953488372,0.6538461538461539,156,0.7228144989339019,469,419.015603,"node_1
Branch node
applies a split: True
splits on: 0
split value: 0.75
*****
node_2
Branch node
applies a split: True
splits on: 3
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 1
split value: 0.25
*****
node_4
Leaf Node: True 
label: 1
*****
node_5
Leaf Node: True 
label: 2
*****
node_6
Leaf Node: True 
label: 2
*****
node_7
Leaf Node: True 
label: 1
*****
",2
25,4.0,0.4626865671641791,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.0,4,3,292.9677419354839,0.6987179487179487,156,0.7228144989339019,469,225.91756,"node_1
Branch node
applies a split: True
splits on: 0
split value: 0.5
*****
node_2
Branch node
applies a split: True
splits on: 3
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 1
split value: 0.25
*****
node_4
Leaf Node: True 
label: 1
*****
node_5
Leaf Node: True 
label: 2
*****
node_6
Leaf Node: True 
label: 2
*****
node_7
Leaf Node: True 
label: 1
*****
",2
26,4.0,0.4605543710021322,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.0,4,3,298.6111111111111,0.7115384615384616,156,0.7185501066098081,469,198.731466,"node_1
Branch node
applies a split: True
splits on: 2
split value: 0.5
*****
node_2
Branch node
applies a split: True
splits on: 1
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 3
split value: 0.25
*****
node_4
Leaf Node: True 
label: 2
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
27,4.5,0.47761194029850745,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.0,4,3,281.5,0.6858974358974359,156,0.7270788912579957,469,484.505131,"node_1
Branch node
applies a split: True
splits on: 2
split value: 0.5
*****
node_2
Branch node
applies a split: True
splits on: 1
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 3
split value: 0.25
*****
node_4
Leaf Node: True 
label: 2
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
28,4.5,0.4626865671641791,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.0,4,3,275.01612903225805,0.6410256410256411,156,0.7420042643923241,469,299.043999,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.5
*****
node_2
Branch node
applies a split: True
splits on: 0
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 2
split value: 0.25
*****
node_4
Leaf Node: True 
label: 2
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
29,4.5,0.464818763326226,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.0,4,3,291.0275229357798,0.6602564102564102,156,0.7249466950959488,469,408.595688,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.5
*****
node_2
Branch node
applies a split: True
splits on: 0
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 2
split value: 0.5
*****
node_4
Leaf Node: True 
label: 2
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
30,5.0,0.4690831556503198,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.9563518283419669,4,3,323.3772727272727,0.6794871794871795,156,0.6865671641791045,469,600.009246,"node_1
Branch node
applies a split: True
splits on: 1
split value: 0.5
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: True
splits on: 0
split value: 0.5
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: 2
*****
node_6
Leaf Node: True 
label: 2
*****
node_7
Leaf Node: True 
label: 1
*****
",2
31,5.0,0.47334754797441364,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.0,4,3,291.7522522522522,0.7051282051282052,156,0.720682302771855,469,344.150644,"node_1
Branch node
applies a split: True
splits on: 1
split value: 0.5
*****
node_2
Branch node
applies a split: True
splits on: 2
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 0
split value: 0.25
*****
node_4
Leaf Node: True 
label: 1
*****
node_5
Leaf Node: True 
label: 2
*****
node_6
Leaf Node: True 
label: 2
*****
node_7
Leaf Node: True 
label: 1
*****
",2
32,5.0,0.47334754797441364,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.7663567047650935,4,3,295.97747747747746,0.717948717948718,156,0.7057569296375267,469,600.035316,"node_1
Branch node
applies a split: True
splits on: 1
split value: 0.5
*****
node_2
Branch node
applies a split: True
splits on: 2
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 0
split value: 0.2500000000000008
*****
node_4
Leaf Node: True 
label: 1
*****
node_5
Leaf Node: True 
label: 2
*****
node_6
Leaf Node: True 
label: 2
*****
node_7
Leaf Node: True 
label: 1
*****
",2
